OK,40,001,Adair County,H1
OK,40,003,Alfalfa County,H1
OK,40,005,Atoka County,H1
OK,40,007,Beaver County,H1
OK,40,009,Beckham County,H1
OK,40,011,Blaine County,H1
OK,40,013,Bryan County,H1
OK,40,015,Caddo County,H1
OK,40,017,Canadian County,H1
OK,40,019,Carter County,H1
OK,40,021,Cherokee County,H1
OK,40,023,Choctaw County,H1
OK,40,025,Cimarron County,H1
OK,40,027,Cleveland County,H1
OK,40,029,Coal County,H1
OK,40,031,Comanche County,H1
OK,40,033,Cotton County,H1
OK,40,035,Craig County,H1
OK,40,037,Creek County,H1
OK,40,039,Custer County,H1
OK,40,041,Delaware County,H1
OK,40,043,Dewey County,H1
OK,40,045,Ellis County,H1
OK,40,047,Garfield County,H1
OK,40,049,Garvin County,H1
OK,40,051,Grady County,H1
OK,40,053,Grant County,H1
OK,40,055,Greer County,H1
OK,40,057,Harmon County,H1
OK,40,059,Harper County,H1
OK,40,061,Haskell County,H1
OK,40,063,Hughes County,H1
OK,40,065,Jackson County,H1
OK,40,067,Jefferson County,H1
OK,40,069,Johnston County,H1
OK,40,071,Kay County,H1
OK,40,073,Kingfisher County,H1
OK,40,075,Kiowa County,H1
OK,40,077,Latimer County,H1
OK,40,079,Le Flore County,H1
OK,40,081,Lincoln County,H1
OK,40,083,Logan County,H1
OK,40,085,Love County,H1
OK,40,087,McClain County,H1
OK,40,089,McCurtain County,H1
OK,40,091,McIntosh County,H1
OK,40,093,Major County,H1
OK,40,095,Marshall County,H1
OK,40,097,Mayes County,H1
OK,40,099,Murray County,H1
OK,40,101,Muskogee County,H1
OK,40,103,Noble County,H1
OK,40,105,Nowata County,H1
OK,40,107,Okfuskee County,H1
OK,40,109,Oklahoma County,H1
OK,40,111,Okmulgee County,H1
OK,40,113,Osage County,H1
OK,40,115,Ottawa County,H1
OK,40,117,Pawnee County,H1
OK,40,119,Payne County,H1
OK,40,121,Pittsburg County,H1
OK,40,123,Pontotoc County,H1
OK,40,125,Pottawatomie County,H1
OK,40,127,Pushmataha County,H1
OK,40,129,Roger Mills County,H1
OK,40,131,Rogers County,H1
OK,40,133,Seminole County,H1
OK,40,135,Sequoyah County,H1
OK,40,137,Stephens County,H1
OK,40,139,Texas County,H1
OK,40,141,Tillman County,H1
OK,40,143,Tulsa County,H1
OK,40,145,Wagoner County,H1
OK,40,147,Washington County,H1
OK,40,149,Washita County,H1
OK,40,151,Woods County,H1
OK,40,153,Woodward County,H1